Product Name,Category,Region,Quantity,Sales,Profit
Tablet,Electronics,West,7,1463,175.13
Smartphone,Electronics,East,3,1140,226.52
Printer,Office,North,2,800,118.68
Printer,Office,South,6,2622,131.53
Camera,Electronics,South,4,3084,348.38
Keyboard,Accessories,East,1,1017,69.33
Tablet,Electronics,North,1,1130,268.88
Camera,Electronics,South,4,4480,592.82
Smartwatch,Electronics,South,6,918,116.87
Printer,Office,East,2,1918,435.56
Laptop,Electronics,West,6,6984,1433.65
Tablet,Electronics,West,6,3486,1011.74
Headphones,Accessories,North,1,662,193.92
Laptop,Electronics,South,1,575,104.31
Smartwatch,Electronics,North,1,915,264.3
Printer,Office,East,9,8046,2210.33
Printer,Office,South,1,802,153.55
Mouse,Accessories,South,7,4921,827.87
Headphones,Accessories,South,4,1396,135.48
Mouse,Accessories,South,9,594,51.49
Camera,Electronics,West,3,1821,543.01
Smartphone,Electronics,South,2,912,161.37
Headphones,Accessories,North,7,6167,1027.98
Tablet,Electronics,North,6,1128,207.97
Camera,Electronics,West,1,570,138.54
Keyboard,Accessories,East,9,972,100.0
Monitor,Accessories,North,6,1614,166.62
Headphones,Accessories,West,5,2665,532.76
Monitor,Accessories,North,1,59,10.32
Tablet,Electronics,North,8,6968,704.55
Mouse,Accessories,East,6,4746,545.57
Printer,Office,East,1,267,41.85
Smartphone,Electronics,South,1,192,16.47
Printer,Office,North,6,6348,557.72
Headphones,Accessories,East,2,414,51.1
Camera,Electronics,South,4,4484,893.27
Smartwatch,Electronics,North,9,1467,384.22
Smartphone,Electronics,South,7,4697,976.26
Mouse,Accessories,North,4,3604,971.14
Smartwatch,Electronics,East,6,1758,287.36
Laptop,Electronics,North,4,908,219.79
Printer,Office,East,8,3312,854.12
Mouse,Accessories,West,8,528,53.91
Smartphone,Electronics,South,2,348,56.31
Keyboard,Accessories,South,1,962,260.28
Headphones,Accessories,West,9,8496,1721.6
Camera,Electronics,South,6,5928,1177.2
Keyboard,Accessories,North,1,381,26.69
Monitor,Accessories,West,5,4730,1416.1
Smartwatch,Electronics,West,2,862,105.97
Camera,Electronics,West,6,6846,932.21
Laptop,Electronics,South,3,1596,91.23
Printer,Office,South,7,2758,459.02
Tablet,Electronics,West,8,3320,413.32
Mouse,Accessories,East,4,1168,177.54
Keyboard,Accessories,East,3,2625,349.61
Printer,Office,East,5,3910,538.52
Keyboard,Accessories,East,8,2256,316.77
Laptop,Electronics,South,4,2656,687.63
Printer,Office,South,9,9225,1391.15
Mouse,Accessories,South,7,3605,387.82
Mouse,Accessories,West,7,8155,2177.38
Keyboard,Accessories,South,4,584,127.28
Camera,Electronics,South,9,3780,724.36
Monitor,Accessories,North,7,7280,1682.79
Camera,Electronics,South,2,396,94.55
Mouse,Accessories,South,6,4014,717.44
Monitor,Accessories,North,3,474,83.32
Monitor,Accessories,North,4,1456,431.89
Keyboard,Accessories,East,3,513,48.23
Monitor,Accessories,South,5,5105,1003.4
Printer,Office,North,5,370,92.45
Mouse,Accessories,West,1,956,167.16
Printer,Office,South,8,6016,898.33
Smartphone,Electronics,East,2,1614,376.31
Mouse,Accessories,West,5,1940,423.17
Laptop,Electronics,West,6,3306,697.74
Printer,Office,East,8,6016,406.13
Keyboard,Accessories,South,5,875,70.72
Smartwatch,Electronics,North,6,1344,338.4
Tablet,Electronics,East,7,5075,471.21
Headphones,Accessories,West,1,526,108.88
Keyboard,Accessories,North,8,2640,723.88
Keyboard,Accessories,East,2,1018,297.21
Monitor,Accessories,North,4,4740,833.27
Smartwatch,Electronics,North,8,3256,533.7
Camera,Electronics,East,1,113,20.07
Monitor,Accessories,South,6,1506,407.73
Camera,Electronics,North,7,1799,274.11
Mouse,Accessories,North,9,8640,1254.3
Smartphone,Electronics,West,5,1935,128.01
Headphones,Accessories,East,1,1011,186.42
Monitor,Accessories,South,6,6630,512.6
Printer,Office,North,2,1582,422.46
Laptop,Electronics,East,4,2892,863.47
Tablet,Electronics,West,6,2946,208.01
Keyboard,Accessories,East,6,5286,636.16
Monitor,Accessories,South,7,5446,697.21
Monitor,Accessories,East,9,5976,1747.57
Mouse,Accessories,West,1,913,162.24
Printer,Office,North,3,3522,883.41
Smartphone,Electronics,North,6,6486,359.49
Printer,Office,West,1,196,39.6
Mouse,Accessories,West,7,6006,1595.22
Monitor,Accessories,West,1,464,58.38
Monitor,Accessories,South,6,3942,748.74
Camera,Electronics,South,7,2240,580.47
Camera,Electronics,East,2,516,122.77
Smartphone,Electronics,East,6,5190,1215.07
Printer,Office,South,8,9184,1795.93
Keyboard,Accessories,East,6,5880,454.19
Printer,Office,South,4,4360,1207.46
Mouse,Accessories,North,1,459,125.19
Headphones,Accessories,West,2,1126,204.99
Smartwatch,Electronics,North,1,371,108.58
Printer,Office,North,9,1737,152.98
Monitor,Accessories,West,9,5220,1324.01
Laptop,Electronics,South,7,2562,347.62
Smartphone,Electronics,North,3,3234,440.7
Smartwatch,Electronics,West,8,3416,478.9
Printer,Office,North,3,3477,939.2
Printer,Office,East,2,1058,298.69
Smartphone,Electronics,West,1,1128,73.74
Printer,Office,West,3,2316,356.5
Tablet,Electronics,West,3,813,188.94
Smartphone,Electronics,South,1,558,49.81
Printer,Office,South,4,4680,301.91
Camera,Electronics,East,6,6534,355.03
Printer,Office,South,9,6813,1966.66
Laptop,Electronics,North,3,2415,538.39
Smartphone,Electronics,West,7,1281,282.63
Smartwatch,Electronics,North,9,7551,894.4
Smartphone,Electronics,South,3,1680,140.27
Camera,Electronics,North,6,7164,1442.72
Smartwatch,Electronics,East,1,384,83.58
Printer,Office,East,8,5296,1234.81
Printer,Office,East,3,3534,489.06
Mouse,Accessories,South,5,4240,426.41
Laptop,Electronics,South,7,8141,651.16
Smartwatch,Electronics,West,2,2244,212.08
Headphones,Accessories,North,8,824,240.84
Camera,Electronics,South,2,2324,516.06
Camera,Electronics,South,7,3962,916.13
Mouse,Accessories,West,3,2631,157.19
Tablet,Electronics,North,9,9441,2171.42
Laptop,Electronics,West,6,438,26.03
Laptop,Electronics,North,2,750,77.68
Headphones,Accessories,North,1,247,35.65
Smartphone,Electronics,West,4,3684,1009.1
Headphones,Accessories,West,2,1548,157.48
Printer,Office,North,8,2856,350.32
Smartwatch,Electronics,North,2,1258,146.7
Keyboard,Accessories,East,1,266,22.42
Headphones,Accessories,North,3,534,120.53
Smartwatch,Electronics,North,6,1746,289.2
Smartwatch,Electronics,South,1,61,16.11
Smartwatch,Electronics,East,1,584,172.4
Printer,Office,West,4,604,180.93
Laptop,Electronics,East,9,7731,1459.74
Mouse,Accessories,North,4,4344,461.72
Camera,Electronics,East,2,494,56.41
Smartphone,Electronics,North,1,307,50.2
Smartphone,Electronics,West,9,9090,937.69
Laptop,Electronics,South,1,810,157.47
Printer,Office,West,5,1925,570.93
Monitor,Accessories,South,5,1215,162.02
Monitor,Accessories,East,8,7560,494.34
Smartwatch,Electronics,East,6,5508,1632.37
Laptop,Electronics,East,9,5481,1540.75
Tablet,Electronics,East,3,2214,507.7
Printer,Office,South,8,3912,334.1
Headphones,Accessories,East,3,1143,275.04
Camera,Electronics,East,7,5467,556.02
Mouse,Accessories,South,6,6876,1029.92
Tablet,Electronics,North,5,1630,190.38
Printer,Office,East,8,2456,404.35
Headphones,Accessories,South,8,1008,100.61
Mouse,Accessories,North,9,8100,2203.56
Laptop,Electronics,North,5,505,71.97
Monitor,Accessories,North,7,875,203.63
Smartwatch,Electronics,West,8,3928,700.38
Camera,Electronics,South,3,3126,870.95
Smartphone,Electronics,North,7,2639,268.88
Tablet,Electronics,South,9,1593,322.46
Camera,Electronics,West,1,524,106.35
Mouse,Accessories,South,9,7866,1554.38
Mouse,Accessories,North,1,1160,149.81
Tablet,Electronics,South,1,847,142.74
Camera,Electronics,South,1,508,151.29
Keyboard,Accessories,South,1,1178,161.06
Smartphone,Electronics,West,2,1736,388.09
Tablet,Electronics,North,3,2883,671.91
Monitor,Accessories,North,1,140,24.21
Smartphone,Electronics,East,1,1039,137.24
Printer,Office,South,6,4380,522.3
Keyboard,Accessories,South,1,612,136.25
Monitor,Accessories,East,9,8586,1555.82
Laptop,Electronics,North,8,3528,593.11
Monitor,Accessories,South,6,7074,1357.68
Laptop,Electronics,North,3,1638,306.29
Headphones,Accessories,South,1,314,66.23
Keyboard,Accessories,East,2,1446,171.73
Laptop,Electronics,North,4,3824,711.92
Tablet,Electronics,East,5,4730,1365.63
Headphones,Accessories,North,8,7096,991.23
Smartphone,Electronics,North,2,876,66.68
Keyboard,Accessories,North,4,4716,704.99
Smartwatch,Electronics,East,8,2072,555.06
Camera,Electronics,East,1,157,27.65
Mouse,Accessories,North,9,10593,2488.69
Laptop,Electronics,East,3,2883,557.81
Laptop,Electronics,South,6,2700,527.97
Smartphone,Electronics,West,9,10404,2028.21
Headphones,Accessories,North,4,596,72.65
Mouse,Accessories,West,1,527,27.45
Laptop,Electronics,East,6,5112,1289.47
Camera,Electronics,South,9,9936,2797.45
Headphones,Accessories,East,1,832,227.11
Camera,Electronics,East,1,718,169.09
Camera,Electronics,South,4,4176,980.11
Laptop,Electronics,East,5,4360,1160.55
Mouse,Accessories,East,8,4136,1056.54
Laptop,Electronics,West,9,6138,1562.14
Smartwatch,Electronics,East,5,550,63.11
Mouse,Accessories,West,4,2840,591.94
Laptop,Electronics,North,3,2139,415.84
Smartphone,Electronics,East,5,5175,786.27
Camera,Electronics,East,2,1026,170.31
Smartwatch,Electronics,West,2,850,59.92
Laptop,Electronics,West,3,2598,560.82
Keyboard,Accessories,North,8,6880,1570.91
Smartphone,Electronics,West,6,6978,2028.63
Smartwatch,Electronics,West,3,795,60.34
Smartwatch,Electronics,West,6,4812,662.54
Printer,Office,South,5,1415,358.39
Keyboard,Accessories,East,4,1720,360.78
Monitor,Accessories,West,6,846,190.87
Mouse,Accessories,North,7,1722,162.39
Mouse,Accessories,South,3,483,63.27
Headphones,Accessories,West,3,2946,666.99
Mouse,Accessories,West,5,1700,360.59
Headphones,Accessories,West,7,8050,2129.97
Laptop,Electronics,East,2,562,92.94
Smartphone,Electronics,South,2,822,183.45
Camera,Electronics,West,7,1904,352.86
Keyboard,Accessories,East,1,190,27.43
Headphones,Accessories,South,1,351,32.61
Monitor,Accessories,West,9,10665,1595.08
Smartwatch,Electronics,East,1,294,52.37
Camera,Electronics,South,2,2158,483.94
Laptop,Electronics,East,9,5139,1315.93
Keyboard,Accessories,East,6,2244,517.47
Laptop,Electronics,North,2,1346,196.5
Headphones,Accessories,West,9,4563,675.62
Laptop,Electronics,South,8,5696,1156.3
Mouse,Accessories,North,7,1470,178.85
Camera,Electronics,West,3,1959,274.27
Camera,Electronics,North,7,7203,523.52
Camera,Electronics,North,3,2988,362.68
Mouse,Accessories,South,6,6576,1899.67
Laptop,Electronics,East,4,228,54.05
Laptop,Electronics,North,1,1176,157.47
Smartwatch,Electronics,South,5,2545,588.47
Printer,Office,South,6,2142,476.19
Tablet,Electronics,North,7,7462,2166.17
Camera,Electronics,East,8,8440,1504.18
Keyboard,Accessories,East,2,1606,138.96
Printer,Office,West,9,2934,473.34
Tablet,Electronics,North,8,5920,1436.7
Tablet,Electronics,North,7,4704,978.81
Monitor,Accessories,South,1,1161,210.87
Laptop,Electronics,South,7,3388,347.19
Smartphone,Electronics,North,9,2430,613.67
Headphones,Accessories,West,1,847,237.41
Headphones,Accessories,East,8,8200,1978.93
Camera,Electronics,South,5,3455,867.55
Smartwatch,Electronics,West,2,200,10.45
Mouse,Accessories,North,6,7146,1627.42
Tablet,Electronics,North,3,2532,343.13
Smartphone,Electronics,East,9,828,59.99
Laptop,Electronics,East,8,6968,1479.09
Monitor,Accessories,South,9,6138,851.14
Tablet,Electronics,East,5,740,146.39
Mouse,Accessories,East,3,3378,520.31
Tablet,Electronics,South,7,2009,183.19
Tablet,Electronics,North,1,373,53.15
Tablet,Electronics,North,3,3111,607.23
Headphones,Accessories,East,7,8155,1587.91
Mouse,Accessories,West,8,2960,607.64
Smartwatch,Electronics,East,1,723,115.26
Printer,Office,West,2,340,59.56
Camera,Electronics,West,9,9972,2566.01
Laptop,Electronics,South,1,111,19.33
Monitor,Accessories,North,8,6520,1113.12
Monitor,Accessories,South,5,5990,1192.11
Keyboard,Accessories,West,2,894,224.75
Smartphone,Electronics,East,1,622,104.57
Smartphone,Electronics,North,9,5427,731.33
Mouse,Accessories,West,6,5790,1285.21
Printer,Office,West,8,3816,574.57
Monitor,Accessories,West,5,5310,806.12
Smartwatch,Electronics,West,8,3624,750.86
Mouse,Accessories,West,4,3428,305.79
Smartphone,Electronics,North,2,258,64.12
Smartphone,Electronics,North,1,357,82.86
Camera,Electronics,West,9,3627,797.53
Camera,Electronics,South,8,5176,1400.82
Camera,Electronics,East,1,179,42.37
Laptop,Electronics,West,9,9783,2347.49
Smartphone,Electronics,East,7,3857,447.99
Printer,Office,North,8,1824,495.35
Smartwatch,Electronics,North,2,1578,463.58
Mouse,Accessories,North,1,373,72.17
Smartphone,Electronics,North,9,8793,901.7
Camera,Electronics,North,4,4136,294.21
Printer,Office,North,1,1062,272.42
Keyboard,Accessories,East,1,311,50.66
Headphones,Accessories,West,1,309,62.08
Keyboard,Accessories,South,3,2925,433.95
Smartwatch,Electronics,North,5,2530,486.09
Monitor,Accessories,South,4,2360,391.82
Camera,Electronics,North,5,3720,1077.21
Monitor,Accessories,West,8,3624,1071.43
Smartwatch,Electronics,East,7,3948,758.36
Keyboard,Accessories,North,7,4095,883.56
Headphones,Accessories,South,6,978,182.46
Laptop,Electronics,North,1,1038,63.23
Mouse,Accessories,West,9,6138,1478.57
Laptop,Electronics,West,6,4728,682.01
Tablet,Electronics,South,7,6874,454.53
Smartwatch,Electronics,North,5,1645,313.66
Tablet,Electronics,West,6,966,246.21
Printer,Office,South,1,879,135.0
Camera,Electronics,East,8,3432,172.69
Printer,Office,East,1,591,39.06
Laptop,Electronics,West,4,4140,1229.85
Smartwatch,Electronics,South,1,565,148.79
Mouse,Accessories,South,5,1200,201.8
Monitor,Accessories,East,9,4302,344.64
Monitor,Accessories,West,5,5625,1006.95
Printer,Office,South,9,4086,217.48
Keyboard,Accessories,West,5,2675,671.6
Monitor,Accessories,West,5,5415,1261.65
Printer,Office,South,4,2464,602.3
Smartphone,Electronics,North,3,885,150.79
Headphones,Accessories,East,1,619,127.58
Tablet,Electronics,West,3,3549,996.05
Laptop,Electronics,West,3,573,116.14
Laptop,Electronics,South,3,1557,181.08
Headphones,Accessories,North,9,1440,94.41
Printer,Office,West,9,1539,203.54
Headphones,Accessories,North,9,7974,1181.04
Tablet,Electronics,West,6,2730,636.48
Keyboard,Accessories,East,8,6592,1024.82
Mouse,Accessories,South,5,510,82.47
Mouse,Accessories,West,4,988,147.91
Laptop,Electronics,East,4,1356,374.79
Keyboard,Accessories,West,1,386,114.9
Keyboard,Accessories,East,8,8776,1561.07
Smartwatch,Electronics,South,2,1748,183.75
Camera,Electronics,North,2,2066,608.23
Camera,Electronics,North,9,10188,1408.18
Laptop,Electronics,South,3,3576,546.44
Camera,Electronics,West,2,834,150.12
Smartwatch,Electronics,East,3,1317,71.02
Keyboard,Accessories,South,1,1112,272.81
Smartphone,Electronics,East,3,2421,334.61
Tablet,Electronics,East,9,10188,2165.78
Mouse,Accessories,South,2,290,50.23
Headphones,Accessories,South,3,1026,142.71
Headphones,Accessories,East,8,7752,1943.84
Monitor,Accessories,North,7,2765,699.86
Laptop,Electronics,East,9,2763,676.25
Headphones,Accessories,South,2,396,46.33
Tablet,Electronics,South,8,4032,251.05
Printer,Office,South,3,3219,255.09
Keyboard,Accessories,North,4,4196,1152.45
Keyboard,Accessories,East,3,2658,794.36
Monitor,Accessories,South,8,2152,196.53
Printer,Office,East,2,1994,453.74
Monitor,Accessories,West,5,5165,283.6
Smartphone,Electronics,West,9,8343,821.0
Keyboard,Accessories,West,2,370,102.74
Printer,Office,West,3,531,126.24
Headphones,Accessories,East,2,2014,215.06
Smartphone,Electronics,West,8,6224,1561.42
Mouse,Accessories,West,6,3306,216.91
Printer,Office,West,8,6160,947.96
Mouse,Accessories,North,7,6972,969.43
Monitor,Accessories,East,6,5292,659.58
Mouse,Accessories,East,4,3404,392.22
Mouse,Accessories,West,4,1344,140.52
Headphones,Accessories,East,5,1810,171.47
Laptop,Electronics,North,6,2196,572.17
Headphones,Accessories,West,2,2288,234.97
Headphones,Accessories,West,9,7695,1749.26
Camera,Electronics,East,2,254,20.48
Smartphone,Electronics,West,5,4205,585.29
Headphones,Accessories,South,6,2958,577.27
Camera,Electronics,East,8,688,131.26
Smartphone,Electronics,North,2,1102,182.54
Mouse,Accessories,South,6,1308,343.61
Smartphone,Electronics,West,2,582,76.45
Mouse,Accessories,West,9,2736,407.22
Smartwatch,Electronics,East,6,912,256.58
Smartphone,Electronics,West,2,214,14.08
Smartphone,Electronics,North,5,2060,403.19
Monitor,Accessories,North,3,456,61.42
Monitor,Accessories,North,1,404,84.4
Headphones,Accessories,West,5,5320,882.84
Headphones,Accessories,West,2,1224,340.67
Mouse,Accessories,East,1,109,10.35
Mouse,Accessories,East,6,4098,1174.46
Smartphone,Electronics,South,6,3366,541.86
Mouse,Accessories,South,8,8664,2349.68
Laptop,Electronics,South,5,2000,232.41
Headphones,Accessories,North,7,3766,914.49
Smartwatch,Electronics,East,5,4315,1019.91
Printer,Office,West,5,1060,217.96
Camera,Electronics,West,8,9232,880.52
Headphones,Accessories,East,3,384,45.99
Mouse,Accessories,West,2,1148,173.89
Tablet,Electronics,West,1,381,63.18
Smartphone,Electronics,East,6,4056,452.14
Laptop,Electronics,West,2,1486,233.7
Laptop,Electronics,South,1,454,58.4
Smartphone,Electronics,North,7,3612,529.57
Monitor,Accessories,North,1,199,48.92
Monitor,Accessories,South,9,7650,2204.44
Monitor,Accessories,East,4,4024,787.06
Laptop,Electronics,East,3,3021,763.99
Keyboard,Accessories,South,3,2070,163.23
Smartphone,Electronics,West,9,6813,890.05
Tablet,Electronics,East,1,620,165.43
Tablet,Electronics,West,3,627,103.98
Laptop,Electronics,South,6,1884,190.58
Laptop,Electronics,West,5,2670,155.89
Smartphone,Electronics,East,4,4736,1026.24
Smartphone,Electronics,North,5,1785,134.95
Keyboard,Accessories,South,1,725,81.96
Headphones,Accessories,West,6,5682,1365.87
Headphones,Accessories,East,2,1262,190.02
Printer,Office,West,7,6097,567.32
Mouse,Accessories,West,5,3695,463.57
Tablet,Electronics,North,2,1458,154.79
Mouse,Accessories,West,3,3480,560.39
Tablet,Electronics,East,3,2637,468.6
Keyboard,Accessories,East,5,1250,120.74
Monitor,Accessories,East,2,2248,473.21
Smartwatch,Electronics,West,4,1872,418.05
Smartwatch,Electronics,South,6,1290,343.35
Laptop,Electronics,North,8,1544,281.22
Monitor,Accessories,South,1,975,125.85
Printer,Office,South,3,3402,442.67
Tablet,Electronics,East,7,1981,311.44
Smartphone,Electronics,West,6,456,69.15
Tablet,Electronics,South,5,2270,546.56
Keyboard,Accessories,North,8,6360,1871.88
Smartwatch,Electronics,South,1,814,197.91
Laptop,Electronics,South,2,668,90.67
Monitor,Accessories,East,7,2240,622.29
Printer,Office,North,7,4676,520.38
Keyboard,Accessories,East,2,1640,176.87
Keyboard,Accessories,North,2,630,161.04
Smartphone,Electronics,West,9,5553,329.79
Camera,Electronics,East,2,810,229.33
Mouse,Accessories,West,6,1254,205.57
Smartwatch,Electronics,North,2,2302,305.07
Smartphone,Electronics,West,9,10458,1835.21
Tablet,Electronics,South,9,9324,1223.9
Camera,Electronics,North,3,204,20.43
Monitor,Accessories,East,3,483,120.11
Camera,Electronics,West,9,7974,1965.96
Smartwatch,Electronics,East,5,4610,1293.37
Camera,Electronics,West,1,972,261.91
Monitor,Accessories,East,3,1464,264.67
Laptop,Electronics,East,7,4704,513.14
Camera,Electronics,South,1,219,32.67
Mouse,Accessories,North,7,5712,651.27
Keyboard,Accessories,West,6,5154,779.43
Monitor,Accessories,North,9,3096,362.89
Smartphone,Electronics,South,4,2648,707.32
Smartwatch,Electronics,West,2,1428,398.24
Monitor,Accessories,East,4,1632,247.88
Printer,Office,East,7,8379,2009.05
Mouse,Accessories,East,1,357,79.86
Monitor,Accessories,North,1,104,26.86
Keyboard,Accessories,East,3,330,81.86
Tablet,Electronics,West,1,105,25.26
Printer,Office,West,9,7281,1358.17
Laptop,Electronics,South,7,469,47.4
Keyboard,Accessories,North,9,5823,478.22
Laptop,Electronics,North,1,126,26.62
Smartwatch,Electronics,South,4,2052,181.64
Laptop,Electronics,East,8,8032,466.19
Smartphone,Electronics,East,3,633,163.03
Printer,Office,West,8,9280,1596.88
Camera,Electronics,South,8,4400,351.82
Printer,Office,West,1,245,14.5
Keyboard,Accessories,West,7,532,121.03
Headphones,Accessories,West,1,882,215.24
Tablet,Electronics,East,7,4921,798.16
Headphones,Accessories,South,2,1504,108.52
Laptop,Electronics,West,9,1062,73.58
Keyboard,Accessories,East,7,4417,562.79
Headphones,Accessories,North,1,1151,77.22
Camera,Electronics,South,2,2248,636.52
Headphones,Accessories,West,5,1710,338.1
Camera,Electronics,East,2,944,149.38
Laptop,Electronics,South,3,2634,392.21
Monitor,Accessories,North,4,3648,768.61
Keyboard,Accessories,East,8,832,214.81
Camera,Electronics,West,3,177,43.41
Smartwatch,Electronics,South,5,1330,285.78
Camera,Electronics,East,1,907,249.2
Tablet,Electronics,North,7,1897,524.69
Monitor,Accessories,South,8,9416,2125.54
Monitor,Accessories,West,1,430,113.57
Mouse,Accessories,South,2,786,202.87
Camera,Electronics,West,4,1196,223.66
Headphones,Accessories,East,4,3912,550.09
Smartphone,Electronics,South,9,9765,909.99
Laptop,Electronics,South,5,1385,165.55
Smartwatch,Electronics,South,9,5832,1007.54
Tablet,Electronics,West,6,5820,1423.67
Smartphone,Electronics,North,9,7578,466.87
Mouse,Accessories,North,7,3031,417.5
Printer,Office,South,5,4970,1080.12
Smartwatch,Electronics,West,3,957,120.27
Headphones,Accessories,South,6,3684,477.02
Headphones,Accessories,West,3,225,46.96
Laptop,Electronics,East,6,4380,419.3
Keyboard,Accessories,East,8,6032,870.17
Mouse,Accessories,West,1,829,165.05
Camera,Electronics,North,4,3792,997.99
Tablet,Electronics,East,1,477,56.49
Smartwatch,Electronics,North,7,945,124.62
Printer,Office,West,2,724,72.19
Smartphone,Electronics,West,4,2536,285.72
Headphones,Accessories,East,2,130,11.1
Smartphone,Electronics,East,3,435,129.27
Printer,Office,East,8,2320,668.63
Mouse,Accessories,East,9,1233,346.9
Tablet,Electronics,North,9,7452,1212.51
Smartphone,Electronics,North,6,5100,1461.79
Headphones,Accessories,North,3,2247,507.79
Printer,Office,South,7,4522,1137.23
Headphones,Accessories,South,7,2387,463.92
Camera,Electronics,West,4,4596,553.58
Mouse,Accessories,West,5,5320,716.91
Monitor,Accessories,West,5,1765,160.89
Smartphone,Electronics,West,1,328,46.23
Camera,Electronics,South,3,402,106.87
Smartphone,Electronics,East,8,9448,616.5
Tablet,Electronics,North,5,895,180.64
Camera,Electronics,North,4,4480,412.05
Monitor,Accessories,North,1,63,17.29
Smartphone,Electronics,North,4,2644,731.86
Headphones,Accessories,North,6,546,79.94
Smartphone,Electronics,East,7,2947,809.46
Smartwatch,Electronics,North,2,2138,619.29
Keyboard,Accessories,West,3,2331,419.26
Keyboard,Accessories,North,7,5838,631.45
Monitor,Accessories,North,3,750,193.86
Printer,Office,East,5,5920,1679.15
Smartphone,Electronics,North,3,3561,347.31
Headphones,Accessories,East,8,1296,374.8
Monitor,Accessories,South,8,7104,529.35
Laptop,Electronics,East,8,6952,871.2
Smartphone,Electronics,West,6,3252,834.84
Laptop,Electronics,East,7,4550,892.73
Tablet,Electronics,West,6,1656,139.86
Headphones,Accessories,South,2,272,24.71
Headphones,Accessories,South,5,3445,202.15
Smartphone,Electronics,East,4,1996,396.63
Smartphone,Electronics,East,7,7266,806.79
Printer,Office,East,6,822,231.62
Laptop,Electronics,East,4,1324,227.2
Monitor,Accessories,West,2,1328,358.07
Smartwatch,Electronics,West,3,735,134.53
Tablet,Electronics,East,2,1026,279.76
Camera,Electronics,South,9,5085,1372.83
Mouse,Accessories,West,8,2384,120.28
Smartwatch,Electronics,West,8,6328,412.76
Monitor,Accessories,North,9,7596,1454.15
Tablet,Electronics,East,3,3582,501.47
Keyboard,Accessories,East,1,607,79.78
Printer,Office,West,2,2276,366.5
Smartwatch,Electronics,East,6,930,68.24
Tablet,Electronics,North,2,328,39.51
Camera,Electronics,East,4,4192,216.16
Laptop,Electronics,South,6,1500,183.31
Headphones,Accessories,East,3,2244,301.53
Monitor,Accessories,West,3,2211,292.31
Smartphone,Electronics,South,4,2380,594.86
Printer,Office,East,3,1635,196.73
Laptop,Electronics,North,7,1344,300.88
Laptop,Electronics,North,7,6279,1689.55
Tablet,Electronics,West,4,1500,127.81
Headphones,Accessories,East,7,6335,1137.08
Smartphone,Electronics,West,7,1652,397.49
Smartwatch,Electronics,West,9,3231,670.85
Keyboard,Accessories,South,3,1560,391.11
Keyboard,Accessories,West,7,1134,179.74
Monitor,Accessories,South,4,1064,274.47
Smartwatch,Electronics,West,4,4284,848.44
Mouse,Accessories,South,3,1056,70.54
Monitor,Accessories,North,9,5562,1258.12
Headphones,Accessories,East,2,1198,134.39
Monitor,Accessories,South,1,213,42.94
Tablet,Electronics,North,5,280,23.98
Tablet,Electronics,North,4,3032,347.2
Smartphone,Electronics,West,5,4555,776.65
Keyboard,Accessories,East,8,3488,712.24
Printer,Office,South,3,1086,188.65
Camera,Electronics,West,6,5706,319.46
Smartphone,Electronics,West,9,9162,1625.62
Headphones,Accessories,East,4,1716,364.96
Monitor,Accessories,East,4,1928,232.48
Smartphone,Electronics,East,5,750,207.77
Camera,Electronics,West,7,4690,319.42
Mouse,Accessories,East,5,1745,449.64
Laptop,Electronics,North,1,330,53.42
Mouse,Accessories,East,2,1428,234.49
Keyboard,Accessories,South,8,7056,538.48
Tablet,Electronics,West,3,1248,348.19
Printer,Office,East,4,1336,116.65
Monitor,Accessories,West,3,2565,510.73
Keyboard,Accessories,East,9,2745,660.56
Smartwatch,Electronics,East,6,2124,126.03
Smartwatch,Electronics,East,8,472,116.36
Headphones,Accessories,North,3,1698,304.91
Printer,Office,South,1,445,29.57
Smartphone,Electronics,East,2,2110,548.12
Printer,Office,East,2,2190,477.8
Camera,Electronics,East,5,3005,389.93
Camera,Electronics,South,1,998,196.17
Mouse,Accessories,West,9,9918,1956.17
Tablet,Electronics,East,8,3976,1170.36
Smartwatch,Electronics,North,6,1524,178.36
Monitor,Accessories,South,3,3051,662.23
Smartphone,Electronics,South,6,7110,739.6
Smartphone,Electronics,South,9,10314,2729.6
Smartphone,Electronics,West,6,648,162.3
Monitor,Accessories,South,7,1547,152.59
Monitor,Accessories,South,6,4038,364.11
Camera,Electronics,West,8,3752,537.98
Headphones,Accessories,North,7,7217,1481.7
Monitor,Accessories,East,5,940,266.02
Printer,Office,North,2,944,94.4
Smartphone,Electronics,West,7,7994,908.65
Camera,Electronics,North,8,4080,1079.49
Printer,Office,West,6,990,102.83
Tablet,Electronics,East,7,1582,208.42
Monitor,Accessories,North,2,488,129.02
Smartphone,Electronics,South,7,5229,1058.26
Tablet,Electronics,North,3,2379,523.0
Mouse,Accessories,South,1,504,143.12
Mouse,Accessories,North,5,2505,303.61
Tablet,Electronics,South,5,1765,347.42
Smartphone,Electronics,South,1,668,99.4
Smartwatch,Electronics,North,1,1169,340.69
Keyboard,Accessories,North,9,6696,407.36
Laptop,Electronics,South,1,636,169.24
Smartphone,Electronics,South,4,4380,362.81
Headphones,Accessories,North,8,1080,210.69
Laptop,Electronics,North,7,1981,404.3
Smartphone,Electronics,South,3,2409,531.79
Tablet,Electronics,East,9,9972,1868.64
Laptop,Electronics,West,6,2520,182.59
